label,sentence1
1,&#8220;@salsteelo: I got 1 felony!!!&#8221; I got bitches
1,&amp; These bitches bound to get hurt cause a lot of these niggas be playing
1,RT @ASAPYams: fresh razor blades in my goth bitch stocking
1,As long as you gon feed me pussy when I get the munchies &#128586;
2,@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**
1,@Tee_Bizzle shut up bitch
1,RT @Manstagram_: This bitch went full on retard http://t.co/nXj4QqGMx2
1,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...
2,@ThatGuyNorman @migue_pantoja trash
0,RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;
2,RT @SportsCenter: Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. http&#8230;
1,RT @Elisha40hands: bitch you got too many teeth in your mouth
2,RT @JFish13: Where has this been all year? But still #FireCashman #Yankees
1,@shefeelsD_Payne nigga don't be telling my business on this hoe lol
1,"@kieffer_jason bitch am not your fam and wtf is skrong, who says shit like that get your wack ass off my page lamo"
2,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.
2,Done for the Yankees
1,@eburnns oh wow the bitch is bitching again #niggasuprized
1,@Prophzilla I honesty think the internet is just full of retards.
1,"RT @YaboySkeete: ""A real man gonna keep it real with his bitches"" LMAOOOOO shut up I'm not tellin u about other women mind ur business"
1,Phone drier than yo bitch scalp &#127797;
1,@UnicornCowboy @Lvl_7_Eevee don't ignore me faggots! ;c
1,"RT @TheBOMBshellll: Too many faithful girls are single, and too many hoes are taken.&#128581;"
1,Pillow talkin to your hoe hatin on a nigga you might lose ya chick like that !!!!!
1,"@Amor_Anjel right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol"
1,"@KenSuttling Mr.Cox,the Chase me Charlie of his day.Bend over boy,while I conjugate your A**e"
1,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
1,Fuck you and the bitches you talking to
1,I fuckin hate this bitches voice OMG
2,"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow."
1,".@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch."
1,@Kyle_Monahan Fuck you bitch
2,@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm
2,Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube
1,"RT @TuckerMustDie_: When she tells you ""Go hug one of your hoes."" &amp; you actually do it  https://t.co/nfAbyILdkX"
1,RT @AllyMarshalll: Good riddance bitches &#128079;&#9996;&#128075; http://t.co/deQBjLFtxz
1,&#8220;@Ditto_Guwop: All these hoes been passed around to a Cleveland niggah&#8221;
1,I don't want no Philly disease lol Thot bitch
1,@D_41395 @Inwardforfun you a bitch Dennis
1,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;
1,@logan_wills what a bishhh &#128075; slap a hoe
1,Lmao. I still feel played bout this hoe.
1,RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo
2,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that"
1,@Andreaa_olvera smd bitch
1,I miss my flip phone .. That bitch never died
1,Drinking Thai-Tea while watching male drama queens bitch on Facebook. Whole lot of snitching going on.&#8230; http://t.co/lNvrx9rndz
1,"&#8220;@Leelucas_: @100046729 lol , be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;"
1,I know OG niggaz and bitches
2,RT @BroganWebber: Wiz is garbage to be put in the trash can known as Beyonc&#233; to be put in a dumpster known as the VMAs.
1,"@cheetahBluntz_: Its me hoe, its me hoe&#128129; shhhhh"
2,"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium"
2,Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;
1,"I need to jump in the shop on fritag for 72 beers, hate looking like 20 odd.. I need to get 120 fags tae, going to look like a junkie"
1,"&#8220;@Taggs0967: @NigelDixon1 @CALiboy4 Nigel, you don't think he knows what he did was dumb? How smart are you?&#8221; Shut your bitch ass up"
1,RT @GbOSMG: y'all gotta stop pumping these ugly hoes heads up &#128567;
2,Bruh... @theofficialeg10 soo trash....
1,RT @anibeeezy: all these damn bitches on my phone line
1,@jennaferjenbub nice profile pic fag
1,&#8220;@TVEMike: When you catch your girl doing some hoe shit behind your back https://t.co/V4FZ6RXxWd&#8221;&#128553;&#128514;&#128514;
0,@Versanche only faggots drive stick
1,RT @TheVoiceOfMiami I don't work for pussy... + the code of a real man
1,"RT @dan_danovskis: The theory of ""you say no to ratchet pussy, juicy j can't"" has been proven"
1,@collegefession you are a bitch!!!!
2,My sister told me that I look like a bird. While my past told me that I look like an alien.
1,I like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol
1,Just straight ignorant bitches #WhereTheyHeadsAt
2,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
1,Fuc u say ? &#8220;@AyyyeThatsChubb: All these hoes look good on IG&#8221; http://t.co/PlsFL84cDp
1,Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup
1,RT @duhhvenuhh: violet needs service to get texts from hoes @violetannt http://t.co/K3bzbNyW5h
1,RT @donnyoraha: Dont fucks with u hoe
1,RT @CappDaPrez: Bust dat pussy wide OPEN
1,"@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate."
1,RT @illi708: the easy way out RT @BiggieBOSSMane While you females calling them hoes asking if they want ketchup with they fries. http://t&#8230;
1,RT @LilReese300: This bitch must b from Jojo world &#128514;&#128564;&#128561;
2,Except I used to be super tan and now I'm yellow/pale lol...
2,I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.
1,@baaaabyshaaaay_ spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol
1,RT @MayaAngelouFRO: Ready to slay these bitches and im not even half way thew my soak http://t.co/uKCdyM7kbx
1,@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.
1,RT @longbongchris: fuck a closed casket  bitch put me with the trees let me rot throw some seeds water me and give me leaves
1,All I wanted to do was get some hoes too :(
1,Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies
1,@whatupag we've used the word cunt almost 3 times. Its beautiful.
1,Say my fuccn name hoe!
1,Time for some panera bitch!!!&#127861;&#10071;
1,"RT @OhYouNanciHuh: Talmbout ""I graduate next month"" word? Congrats! What in? ""safe food handling"" bitch...if you don't flee from me with th&#8230;"
2,U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
1,@King_4_Murphy stop being a pussy.
1,"RT @LexaTaughtYou: @hedge_brandon calm down bitch. Touch my boobs &amp; ill it your dick off &amp; staple it to your forehead, since you wanna be a&#8230;"
1,My aunt said I'm handsome fuck you hoes
2,"@deepthroatMike: @Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof"
1,&#8220;@_getMEAUXmoney: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe
1,"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy."
1,@Ese_Miro bitch please &#9995;
1,RT @TheSchwagQueen: Niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on Twitter like fuck bitches &#9994;&#128299;&#128184;Come on nigga which one you gone be Drake or&#8230;
1,RT @TedOfficialPage: Your opinion is irrelevant because you are a cunt
1,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""..."
1,Jus need my nig Mack Wilds to win...fk the award tho
2,"Is that an albino Mexican? ""No dad, he's Asian."""
2,@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!
1,I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.
1,@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar
1,"I hate when girls say ""I'm single but my heart is taken"" bitch, that nigga don't love you, hoe. Move on."
1,It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;
1,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake they can see this dumbass nigger
1,Rosco would get jealous though. He a bitch
0,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy."
1,@tayscalf if you ain't with someone you can still sleep around be a hoe and not the cheatin
1,"Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar."
0,@JaiBrooks1 faggot
1,I love these stupid holiday commercials... you thought you were going to get a car? Nope bitch you got an ugly ass sweater
0,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd
2,Am so high that birds and planes are my peers
1,#bslfe in this bitch #PullUp 40st and Washington space A-80 http://t.co/H2HV64h9wh
1,@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is
0,"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
1,"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it.."
1,Get your ass back to Detroit ya fuckin' wigger!
1,I know that karma's too real so I hope you doin' cool.. But still stupid ass bitch I ain't fuckin' with you.
0,@kmdk83 @BeautifulMined I hopes dis ain't cause he colored cause I knows he be actin all nigga like
0,"RT @boburnham: In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots."
1,U Lil stupid ass bitch I aint fucking wit youuuu&#8252;&#127911;
1,I start Garfield Monday .. Yeahhhhhh lil bitch &#128526;&#128526;&#128526;&#128526;
2,RT @Goons_TXT: Only retards and dads roll Lawful Good.
1,RT @iEatLightSkins_: you bitches make everything a relationship goal.
1,"RT @Toucherandrich: Wow, he didn't just call them bitches, from what I could see it looked like Brady told the crowd ""F*ck you, bitches! ..."
1,Karma is a bitch? Well just make sure that bitch is beautiful..
1,@mistaturk5 @DaUnfuqwitable1 nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat
1,@JasminePore: If you dressed up as a cat for Halloween you are basic. ...or a pussy
1,I'm starting to act Hollywood round this bitch
1,"@CreoleBabyBritt @blurbette @thepbg The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."
1,I got some lightskin pussy one time and the bitch damn near had me bout to propose.
1,"@WhereYoHussleAt just to remind yall, cuz hoes be acting like they don't know"
1,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie
1,RT @RealSexAddicts: Wet&#128166; &amp; warm &#9832;&#65039; pussy &#128553;&#128525;
1,RT @W0lfHaleighh: @kyle_leavitt96 @meowmariss bye bitch
1,@mrspinkyyyy what's the name of that hoe? Lol it sounds good
1,@seductiveally @sunstylesshinex oh now your bitch ass wants to reply back after 3 days bitch bye
1,"I'm bout to delete you thirsty hoes, all over the same twitter nigga that's a nobody yall look sooo wack"
1,"These sons of bitches came into his chruch, threatened to kill him"
1,&#8220;@robbyohn: The Kimberley story is by far the scariest story I've ever heard! &#128513;&#8221; pussy
2,Or get swept in MoTown LOL #Yankees #Tigers #MLB
1,RT @Swizzzy: Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere
1,RT @SirBhill: Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe
1,Hoes always blaming hoes for being hoes.
1,Quit teasing bitch
1,RT @Slickem_hound Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nut?Dawg yoi a slut!
1,RT @BRO_HEN314: ELI Manning is fucking trash rap
1,&#8220;@MyDick_SuckThat: Who that pussy wet for ?&#8221; http://t.co/CruDDDHxHh
1,RT @_WhitePonyJr_: @Eric_Mariners @JC_1221 peace out then faggot http://t.co/qSGyCVcvaP
1,RT @SLlMSHADY: Can someone show hailie this tweet? &#128514;&#128514; bitch blocked me &#128548;&#128514;&#128514;&#128514; https://t.co/VlpR7tMcAs
2,That crow has socks
1,@Ray_Lakee #fag  Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow
1,RT @StripesAllure: Bitches eyebrows be on FlEEK &#128064;&#128551;  Loyalty on Weak &#128581; edges incomplete &#128134; and pussy on REEK &#128553;&#128567;&#127887; &#128514;
1,"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo"
1,RT @SilversWright: &#8220;@LosBeOnIt: 99.9% of bitches are hoes except my mama&#8221;&#128514;&#128514;&#128514;
2,"#RadioFreeNorthwest 218 Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen http://t.co/t9JyhAncPR"
1,I'm sorry but why should I care about what bitch my nigga was fucking w before me
1,@DeezNutsDoe shut your mouth you little fuckin bitch
1,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie
1,RT @__CocaineCowboy: Freaky ass ready ass hoes
1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing
1,Open up her legs and filet mignon that pussy
1,Can't wait to put this down payment on my bitch
2,@selina_dabbagh the song? About pollo hermanos and Heisenberg?
1,RT @XANSHAWTY: U can eat all the pineapples you want   Ur pussy still trash.
1,"Stop hatin niggah , I got ya girlfriend callin you a hater niggah &#128514;&#128514;&#128514;"
1,Oh bitch you lurkin !? Well bitch I'm TWERKIN &#128514;&#128588;
1,@kerrtheresa moderator wants to bitch slap Romney so hard
1,"Virgin pussy  () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)"
2,5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol. #crazycats http://t.co/A5ZBVDXapx
0,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing
2,RT @iLLmak3Ufamous: Touch my swag. Wish you could. RT &#8220;@VizyIsIgnant: I LOOK FLY. I LOOK GOOD. RT @Wisdom_Stature: On my momma.... On my ho&#8230;
1,This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;
1,I'm flexin on these bitches all gold bottles no Bombay
1,WDMC RT @Rhion_R: So what shit is this. Male hoes now. WHAT is going on. http://t.co/XcY9QE5Yab
1,Someone bitch slap me into the lake if you see me on FB tomorrow. I suspect my hard core GOP friends will be all over this.
1,STOP texting these hoes good morning!
2,RT @pop_ruth: I'm a little teapot short and Irish  @onedirection artist of the year #AMAs #EMABiggestFans1D http://t.co/9O1zfvlezV
1,And da hoes!! RT @Pr3ttyN33: I kno u hear vodka n the background &#127908;
1,RT @AlaysiaMichelle: I just wanna get filthy rich &amp; have a nice big house full of bad bitches that I could fuck anytime I want &#128540;
1,A week till im out this bitch.. Thank GOD
1,"If my bf posts a pic of my daughter, just like it and keep scrolling. Your comments aren't necessary. Yes bitch, I know she's cute."
2,@Ehh_DontTouchMe @kourtj3000 @bria_leeandrea thats ghetto..
1,@jaimescudi_ lmao fucking bitch ima whoop you like a did yesterday but I'm trying to update the roster you down?
2,RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;
1,&#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours
1,@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny
1,@TroyAikman shut yo hoe ass up
2,@cleggzta Ho ho ho.
1,Never gas hoes but I do take they ass home
1,"LMAOOO @ ""*gasp* that bitch""  Y'all do too much from behind a phone"
2,Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx
2,Chaber Books: BRAGADAYJAH 315 http://t.co/qTr6lzCsdj: Further restrictions on eating certain insects and birds
1,"@jaymohr37 Yeah....but your the one who wanted followers,you gotta work it bitch"
2,@peteyhoti that funky monkey
1,@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu
1,&#8220;@NiggaImTatted: Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu
2,"Oreo Shake, I want you."
1,"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!  Hey, Bitch!"
1,"@whooligan__: can't stand a I don't know what I want"" ass nigga &#128564;"" bitch*"
1,I'm bout to start singing and shit lol hoes going crazy or this nigga August
1,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb
1,6' 217 on these hoes. I am not fat.  I'm big boned.  hehehehehe.
1,"RT @JoeCool_TVC: You can't be a hoe saying that another girls a hoe. Your both hoes, it cancels each other out."
1,The bitch who shot CJ is going upstate &#128079;&#128079;&#128588;&#128588;&#128591;&#128591; now he can RIP &#128124; http://t.co/ualjxaPMKJ
1,RT @Somaya_Reece: I am nice I am humble but I will still let a bitch know what's up! HUNNNNEY&#128133;&#128226;&#128226;&#128226;&#128226;&#128226;
1,@JasminePore: If you dressed up as a cat for Halloween you are basic. ...or a pussy
1,"Kevin hart 4""8 bitch"
1,Every time I'm posted up using my phone a Macy's employee wanna scare me &#128553;&#128074; bitches
1,RT @judiebaby_: @Vnxthny ATTENTION !!! Keshonna Alexander had the best pussy in the world. Taste good asf&#128523;&#128523;&#128525;&#128536;&#128079;&#128588;&#128514;&#128514;&#128514;&#128553;&#128540;&#128523;&#128523;&#128525;&#128525;
1,"RT @exjon: Before covering up #IRS misdeeds, creepy little leprechaun John Koskinen cooked the books for Teamsters &amp; Freddie Mac http://t.c&#8230;"
1,I'm pussy I'm not about this internet life &#128557;&#128532;.
2,@mdsaab1 lmaoo abo crusty hands
1,&#8220;@Hermosa_Jayy: Can I bring anotha bitch or nah &#128527;&#8221;
1,I'm sorry I fucked yo bitch... But she really dig a nigga @KingL
2,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers"
0,@sophhh_marie ugly emo trash go cut
1,Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D
1,RT @UrbanCraziness: when you see a bitch nigga subtweet you http://t.co/vvhEhwDRWf
1,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;
1,RT @YatchakHannah: @aireekaTK stop crying you pussy
2,@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;
1,RT @_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.
1,@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee
1,@BigfineHorseee she gone eat that bitch
2,@awfulbot are you a pig or are you a bird
1,RT @Phuneas: Going as Candace for Halloween lmao ugly bitch
1,The homie reallly LOVE fat bitches &#128514;&#128557;&#128514; like in LOVE
1,(looks over at oomf) RT @shethepete Does pretending to have no bitches really work or nah?
1,@deIukesionaI more like emily is a little twat
1,RT @TyeOnHi: that shit's for the birds
1,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want"
1,Dis hoe got uh dinguling nose &#127814;&#128514;&#128514;&#128514;
2,@npratc Explains why they're waving trash bags around over their heads.
1,@reptar_ray nigglet send me the pictures
1,"Hmm.. Ass all chunky, brain is insanity."
1,I fear no niggah I trust no bitchhh..
1,@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe
2,RT @Wilnerness590: . @Jmart96 Because Outman is a brand-new #Yankees and because Girardi will never use 3 relievers when he can use 6.
1,Photo: Happy Friday bitches&#160;! #glamazon #ladykimora #rupaulsdragrace @welovequeens &#128536;&#128536;&#128536;&#128132;&#128132; http://t.co/c7Rv2DIL7g
0,Can't stand bitch ass niggas.
2,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
2,@holmes0786 only if its yellow cake &amp; chocolate frosting
2,&#128553; monkey mad
1,RT @OTDsFinest: ......Roses&#127801;Are red Violets are blue.. You ain't gonna know when yo bitch tops The Crew &#128175;
1,RT @FriendlyAssh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore
1,Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;
1,RT @LHT_519: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ
1,@shik702 @DOP3Sweet @OhK_KoKo lol I talked to a lady who said having a clean shaven vagina at a Doc visit comes off as hoe-ish! She was old
1,@TheBovee CSGO bitch.
1,"RT @NikoWavy: A lot of bitches like to gamble, but not with money. They put their emotions, feelings and heart on the line."
1,RT @BigNorton: I tweet like a nigger
1,"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with."
1,"RT @MichaelJDelaney: @0beyYourMaster real ""lil""...bitch you short as fuck"
1,@zachsafteryou @FreedomFrayed Little sissy bitch
1,@JRise88 ill fuck you til you love me faggot
1,@___kd_ i need 2 of the bitches
2,RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy
1,A girl knows when a niggah just trynna fuck .
2,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!
1,"RT @YungPineapple_: ""You like your lunch little boy?""  ""Nah bitch look what I'm eating cause of you"" http://t.co/7cvA8grvds"
1,"RT @Bigboybeezy: Kanye &gt; Tupac........ ""are you serious?"" Yep bitch keep it moving."
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina mature Big pussy http://t.co/D4ICvCz1Bk"
1,&#8220;@BINDLE13: My momma aint raise no hoe&#8221;
2,Damn it be cold fo a colored man
1,"This hoe straight up disappeared on me, like where did you go ?"
1,@wodaeeex3 @keonamoore nun of ya bidness bitch
2,RT @Sum_Pfeif: Did @wagggggie seriously steal my Halloween Oreos ? &#128530;
1,@CR4ZYF0RU I just really miss you and I know we can drink it off and talk about all of our problems like basic bitches
1,Hold up women leaving good men for some quotes they seen a nigga with no girl post on Instagram that he copied on google...u hoes crazy &#9996;&#65039;&#9996;&#65039;
1,@NotoriousBM95 @Buckm00se fucking stupid crackers
1,"All I need is one, I don't want ""the hoes """
0,Only Americans would hire white trash with ties to international terrorism as police officers.
1,@TRob_waddUP @Jordan__Grimes @_TurnDownDre @kushdaddycorr lmao pussy
2,@imdevincarlson trash*
1,&#8220;@DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha
1,RT @Yannapyt: it ain't nothing to cut that bitch off &#127908;&#127911;
1,@TheRealKevinMcB Sauerkraut Saul is a punk ass bitch
0,&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag
1,RT @leandr321: Lowkey have no hoes and my life is an L
1,Roberto you are one nasty hoe
1,@TheLovely_CC whatever lol my tan line is retarded. Lol was that other tweet a subtweet
1,@_lexisperez he ate my pussy i could..
0,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies
1,I hate when people have terrible coping skills and complain too much. Oh your mom died? How about you stop being a pussy.
1,"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches"
2,RT @dallywaggz12: &#8220;@JustReIatabIe: Charlie Sheen gets point for this http://t.co/V6v0d77oBM&#8221;
1,"RT @OfficiallyIce: ""That's why you're so good at this game. Cause u sit on your unemployed nigger ass playing all day."""
2,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*
2,RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb
1,Fitted Girbuad straps? Them bitches would be raw as hell.
1,RT @MurderSHE_smoke: &#128514;&#128514;&#128514;&#128514; RT &#8220;@c4leigh: How ghetto girls pronounce there names... I could cry right now oh my god https://t.co/ZycuodIWKz&#8221;
1,&#8220;@_ImtrILLasFuk: Snap Chat Names please? &#128527;&#128171;&#128166;&#8221;only bitch you can Snapchatt is me
1,@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up
1,My nips are freeeeezing...and that's not okay because they're slicing through my bra.... &#128514;
1,"@1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?"
1,@iMGorgeous_HOES I learned from the great Asia Torres &#128583; take notes bitch &#128514;&#128514;
1,These niccas want war give me what you got #WeTheLastOnesLeft #UMightNotGetIn #BeerandTacOS http://t.co/xwTa1PUDZU
0,People get more and more retarded everyday
2,RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money
1,Arturo keeps calling me ghetto &#128532;
1,Our professor said hoes and he said butt hurt... What a boss
1,@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!
1,RT @gillis_seth: Went to both lunches because of your bitch ass &#128530; @Trentdamanz
0,@Zwaaad fag
1,This bitch done blew my high
1,"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit"
2,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29
1,"RT @RaiAllure: ""yo bitch chose me you aint a pimp you a FAIRY."" #ripPimpC"
1,&#8220;@MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener
1,@AnastasiaPacana Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am
1,@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.
1,"Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low."
1,I'm gonna hoe the shit out of you when we meet again can't wait
1,RT @NoWomanIsRight: just knowing U can still go out and bag some bitches is good enough for me.... The headace that comes with bagging summ&#8230;
1,@CallNeeshCakey to lay up w my bitch
1,Thinking about getting my nips pierced...
1,"Today I heard my boss say ""motherfucker, bitch"" like it was so funny bc she has an Asian accent"
2,@FunnyPicsDepot he's a greaser
1,Broke bitches be like oh he Got MONN-NEYYY
1,@kieffer_jason @sbsylvester bitch what where y'all be at come to town east mall u and your bitch fuck boys
0,@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo
0,Late night phone convos with my hoomie that nigga a gook
1,RT @Pornhub: Good pussy will change your life.
1,DMV nigguh dress funny as hell
1,RT @b0ujib00ty: I feel like the main reason bitches still have stank pus in 2014 is because they genuinely don't know how to wash it prope&#8230;
2,RT @marsrader: The incredible scales of celestial bodies. http://t.co/NZV80jRmiG
1,It aint nothing to cut that bitch off- K camp
2,Giants vs. stinky birds Sunday  ...think Ima make some wings &#128522;
0,RT @kevnasto: I would rather fuck a fat chick than allow a nigger into my house.
1,&amp;&amp; when Tha bitches start hating &#128553;&#128553;&#128129; that's wen a bitch lost me &#128588;&#128168;&#128591;&#128175;&#9996;&#65039;&#128581;&#128064;
2,"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through."
2,1996 and 1999 World Series Rematch: #Yankees #Braves
2,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.
2,Burritos are trash
1,"It's really a bitch when you're trying to make a difference to someone else, and they intentionally make a point to make you feel like shit."
1,Someone needs to get this boring Nike fag off the stage.
